"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD52","Parma","DEATH","morti","1","maschi","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",59,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_6","di cui tumori maligni del pancreas","2016","2016",26,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_6","di cui tumori maligni del pancreas","2016","2016",55,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2016","2016",3,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2016","2016",10,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",173,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_9","di cui melanomi maligni della cute","2016","2016",7,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_10","di cui tumori maligni del seno","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_14","di cui tumori maligni della prostata","2016","2016",37,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_14","di cui tumori maligni della prostata","2016","2016",56,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_15","di cui tumori maligni del rene","2016","2016",14,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_15","di cui tumori maligni del rene","2016","2016",30,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_16","di cui tumori maligni della vescica","2016","2016",22,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_16","di cui tumori maligni della vescica","2016","2016",28,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",7,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",22,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_18","di cui tumori maligni della tiroide","2016","2016",2,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_18","di cui tumori maligni della tiroide","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",20,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",25,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_20","di cui leucemia","2016","2016",16,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_20","di cui leucemia","2016","2016",20,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",13,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",13,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_22","di cui altri tumori maligni","2016","2016",52,,
"ITD52","Parma","DEATH","morti","1","maschi","2_1_22","di cui altri tumori maligni","2016","2016",94,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",24,,
"ITD52","Parma","DEATH","morti","1","maschi","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",56,,
"ITD51","Piacenza","DEATH","morti","1","maschi","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",4,,
"ITD52","Parma","DEATH","morti","1","maschi","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",8,,
"ITD51","Piacenza","DEATH","morti","1","maschi","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",49,,
"ITD52","Parma","DEATH","morti","1","maschi","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",75,,
"ITD51","Piacenza","DEATH","morti","1","maschi","4_1","diabete mellito","2016","2016",37,,
"ITD52","Parma","DEATH","morti","1","maschi","4_1","diabete mellito","2016","2016",59,,
"ITD52","Parma","DEATH","morti","1","maschi","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",16,,
"ITD51","Piacenza","DEATH","morti","1","maschi","5","disturbi psichici e comportamentali","2016","2016",37,,
"ITD52","Parma","DEATH","morti","1","maschi","5","disturbi psichici e comportamentali","2016","2016",39,,
"ITD51","Piacenza","DEATH","morti","1","maschi","5_1","demenza","2016","2016",28,,
"ITD52","Parma","DEATH","morti","1","maschi","5_1","demenza","2016","2016",29,,
"ITD52","Parma","DEATH","morti","1","maschi","5_3","dipendenza da droghe, tossicomania","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","5_4","altri disturbi psichici e comportamentali","2016","2016",5,,
"ITD52","Parma","DEATH","morti","1","maschi","5_4","altri disturbi psichici e comportamentali","2016","2016",7,,
"ITD51","Piacenza","DEATH","morti","1","maschi","6","malattie del sistema nervoso e degli organi di senso","2016","2016",42,,
"ITD52","Parma","DEATH","morti","1","maschi","6","malattie del sistema nervoso e degli organi di senso","2016","2016",105,,
"ITD51","Piacenza","DEATH","morti","1","maschi","6_1","morbo di parkinson","2016","2016",22,,
"ITD52","Parma","DEATH","morti","1","maschi","6_1","morbo di parkinson","2016","2016",35,,
"ITD51","Piacenza","DEATH","morti","1","maschi","6_2","malattia di alzheimer","2016","2016",8,,
"ITD52","Parma","DEATH","morti","1","maschi","6_2","malattia di alzheimer","2016","2016",21,,
"ITD51","Piacenza","DEATH","morti","1","maschi","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",12,,
"ITD52","Parma","DEATH","morti","1","maschi","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",49,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7","malattie del sistema circolatorio","2016","2016",516,,
"ITD52","Parma","DEATH","morti","1","maschi","7","malattie del sistema circolatorio","2016","2016",792,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_1","malattie ischemiche del cuore","2016","2016",194,,
"ITD52","Parma","DEATH","morti","1","maschi","7_1","malattie ischemiche del cuore","2016","2016",282,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2016","2016",83,,
"ITD52","Parma","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2016","2016",119,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",111,,
"ITD52","Parma","DEATH","morti","1","maschi","7_1_2","du cui altre malattie ischemiche del cuore","2016","2016",163,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_2","altre malattie del cuore","2016","2016",131,,
"ITD52","Parma","DEATH","morti","1","maschi","7_2","altre malattie del cuore","2016","2016",198,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2016","2016",114,,
"ITD52","Parma","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2016","2016",170,,
"ITD51","Piacenza","DEATH","morti","1","maschi","7_4","altre malattie del sistema circolatorio","2016","2016",77,,
"ITD52","Parma","DEATH","morti","1","maschi","7_4","altre malattie del sistema circolatorio","2016","2016",142,,
"ITD51","Piacenza","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2016","2016",158,,
"ITD52","Parma","DEATH","morti","1","maschi","8","malattie del sistema respiratorio","2016","2016",193,,
"ITD52","Parma","DEATH","morti","1","maschi","8_1","influenza","2016","2016",4,,
"ITD52","Parma","DEATH","morti","1","maschi","8_2","polmonite","2016","2016",55,,
"ITD51","Piacenza","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2016","2016",101,,
"ITD52","Parma","DEATH","morti","1","maschi","8_3","malattie croniche delle basse vie respiratorie","2016","2016",79,,
"ITD52","Parma","DEATH","morti","1","maschi","8_3_1","di cui asma","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",99,,
"ITD52","Parma","DEATH","morti","1","maschi","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2016","2016",78,,
"ITD51","Piacenza","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2016","2016",27,,
"ITD52","Parma","DEATH","morti","1","maschi","8_4","altre malattie del sistema respiratorio","2016","2016",55,,
"ITD51","Piacenza","DEATH","morti","1","maschi","9","malattie dell'apparato digerente","2016","2016",69,,
"ITD52","Parma","DEATH","morti","1","maschi","9","malattie dell'apparato digerente","2016","2016",99,,
"ITD51","Piacenza","DEATH","morti","1","maschi","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",1,,
"ITD52","Parma","DEATH","morti","1","maschi","9_1","ulcera dello stomaco, duodeno e digiuno","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",18,,
"ITD52","Parma","DEATH","morti","1","maschi","9_2","cirrosi, fibrosi ed epatite cronica","2016","2016",30,,
"ITD51","Piacenza","DEATH","morti","1","maschi","9_3","altre malattie dell'apparato digerente","2016","2016",50,,
"ITD52","Parma","DEATH","morti","1","maschi","9_3","altre malattie dell'apparato digerente","2016","2016",68,,
"ITD51","Piacenza","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2016","2016",2,,
"ITD52","Parma","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2016","2016",4,,
"ITD51","Piacenza","DEATH","morti","1","maschi","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",1,,
"ITD52","Parma","DEATH","morti","1","maschi","11","malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",8,,
"ITD52","Parma","DEATH","morti","1","maschi","11_1","artrite reumatoide a osteoartrosi","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",1,,
"ITD52","Parma","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2016","2016",7,,
"ITD51","Piacenza","DEATH","morti","1","maschi","12","malattie dell'apparato genitourinario","2016","2016",27,,
"ITD52","Parma","DEATH","morti","1","maschi","12","malattie dell'apparato genitourinario","2016","2016",44,,
"ITD51","Piacenza","DEATH","morti","1","maschi","12_1","malattie del rene e dell'uretere","2016","2016",20,,
"ITD52","Parma","DEATH","morti","1","maschi","12_1","malattie del rene e dell'uretere","2016","2016",27,,
"ITD51","Piacenza","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2016","2016",7,,
"ITD52","Parma","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2016","2016",17,,
"ITD52","Parma","DEATH","morti","1","maschi","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2016","2016",2,,
"ITD51","Piacenza","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",1,,
"ITD52","Parma","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2016","2016",2,,
"ITD51","Piacenza","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",29,,
"ITD52","Parma","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2016","2016",28,,
"ITD52","Parma","DEATH","morti","1","maschi","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2016","2016",25,,
"ITD52","Parma","DEATH","morti","1","maschi","17","cause esterne di traumatismo e avvelenamento","2016","2016",136,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_1","accidenti","2016","2016",50,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1","accidenti","2016","2016",104,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_1_1","di cui accidenti di trasporto","2016","2016",12,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1_1","di cui accidenti di trasporto","2016","2016",28,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_1_2","di cui cadute accidentali","2016","2016",9,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1_2","di cui cadute accidentali","2016","2016",20,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_1_3","di cui annegamento e sommersione accidentali","2016","2016",3,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1_3","di cui annegamento e sommersione accidentali","2016","2016",2,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1_4","di cui avvelenamento accidentale","2016","2016",8,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_1_5","di cui altri accidenti","2016","2016",25,,
"ITD52","Parma","DEATH","morti","1","maschi","17_1_5","di cui altri accidenti","2016","2016",46,,
"ITD52","Parma","DEATH","morti","1","maschi","17_2","suicidio e autolesione intenzionale","2016","2016",26,,
"ITD51","Piacenza","DEATH","morti","1","maschi","17_3","omicidio, aggressione","2016","2016",2,,
"ITD52","Parma","DEATH","morti","1","maschi","17_3","omicidio, aggressione","2016","2016",2,,
"ITD52","Parma","DEATH","morti","1","maschi","17_5","altre cause esterne di traumatismo e avvelenamento","2016","2016",4,,
"ITD51","Piacenza","DEATH","morti","1","maschi","99","totale","2016","2016",1587,,
"ITD52","Parma","DEATH","morti","1","maschi","99","totale","2016","2016",2384,,
"ITD51","Piacenza","DEATH","morti","2","femmine","1","alcune malattie infettive e parassitarie","2016","2016",90,,
"ITD52","Parma","DEATH","morti","2","femmine","1","alcune malattie infettive e parassitarie","2016","2016",70,,
"ITD52","Parma","DEATH","morti","9","totale","1","alcune malattie infettive e parassitarie","2016","2016",125,,
"ITD51","Piacenza","DEATH","morti","2","femmine","1_1","tubercolosi","2016","2016",1,,
"ITD52","Parma","DEATH","morti","2","femmine","1_1","tubercolosi","2016","2016",1,,
"ITD52","Parma","DEATH","morti","9","totale","1_1","tubercolosi","2016","2016",1,,
"ITD52","Parma","DEATH","morti","9","totale","1_2","aids (malattia da hiv)","2016","2016",4,,
"ITD51","Piacenza","DEATH","morti","2","femmine","1_3","epatite virale","2016","2016",21,,
"ITD52","Parma","DEATH","morti","2","femmine","1_3","epatite virale","2016","2016",24,,
"ITD52","Parma","DEATH","morti","9","totale","1_3","epatite virale","2016","2016",29,,
"ITD51","Piacenza","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2016","2016",68,,
"ITD52","Parma","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2016","2016",43,,
"ITD52","Parma","DEATH","morti","9","totale","1_4","altre malattie infettive e parassitarie","2016","2016",91,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2","tumori","2016","2016",492,,
"ITD52","Parma","DEATH","morti","2","femmine","2","tumori","2016","2016",656,,
"ITD52","Parma","DEATH","morti","9","totale","2","tumori","2016","2016",1450,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1","tumori maligni","2016","2016",470,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1","tumori maligni","2016","2016",619,,
"ITD52","Parma","DEATH","morti","9","totale","2_1","tumori maligni","2016","2016",1357,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",8,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",12,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2016","2016",27,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_2","di cui tumori maligni dell'esofago","2016","2016",5,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_2","di cui tumori maligni dell'esofago","2016","2016",7,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_2","di cui tumori maligni dell'esofago","2016","2016",15,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_3","di cui tumori maligni dello stomaco","2016","2016",24,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_3","di cui tumori maligni dello stomaco","2016","2016",44,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_3","di cui tumori maligni dello stomaco","2016","2016",100,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",60,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",68,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2016","2016",133,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",32,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",36,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2016","2016",95,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2016","2016",41,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2016","2016",50,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_6","di cui tumori maligni del pancreas","2016","2016",105,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2016","2016",2,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_7","di cui tumori maligni della laringe","2016","2016",1,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_7","di cui tumori maligni della laringe","2016","2016",11,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",129,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",64,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",80,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2016","2016",253,,
"ITD51","Piacenza","DEATH","morti","1","maschi","2_1_9","di cui melanomi maligni della cute","2016","2016",6,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_9","di cui melanomi maligni della cute","2016","2016",2,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_9","di cui melanomi maligni della cute","2016","2016",3,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_9","di cui melanomi maligni della cute","2016","2016",10,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_10","di cui tumori maligni del seno","2016","2016",79,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_10","di cui tumori maligni del seno","2016","2016",111,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_10","di cui tumori maligni del seno","2016","2016",112,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_11","di cui tumori maligni della cervice uterina","2016","2016",4,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_11","di cui tumori maligni della cervice uterina","2016","2016",4,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_11","di cui tumori maligni della cervice uterina","2016","2016",4,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_12","di cui tumori maligni di altre parti dell'utero","2016","2016",16,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_12","di cui tumori maligni di altre parti dell'utero","2016","2016",26,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_12","di cui tumori maligni di altre parti dell'utero","2016","2016",26,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_13","di cui tumori maligni dell'ovaio","2016","2016",14,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_13","di cui tumori maligni dell'ovaio","2016","2016",22,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_13","di cui tumori maligni dell'ovaio","2016","2016",22,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_14","di cui tumori maligni della prostata","2016","2016",56,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_15","di cui tumori maligni del rene","2016","2016",6,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_15","di cui tumori maligni del rene","2016","2016",14,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_15","di cui tumori maligni del rene","2016","2016",44,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_16","di cui tumori maligni della vescica","2016","2016",17,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_16","di cui tumori maligni della vescica","2016","2016",10,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_16","di cui tumori maligni della vescica","2016","2016",38,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",12,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",9,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2016","2016",31,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_18","di cui tumori maligni della tiroide","2016","2016",4,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_18","di cui tumori maligni della tiroide","2016","2016",3,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_18","di cui tumori maligni della tiroide","2016","2016",4,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",18,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",18,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_19","di cui morbo di hodgkin e linfomi","2016","2016",43,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_20","di cui leucemia","2016","2016",17,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_20","di cui leucemia","2016","2016",23,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_20","di cui leucemia","2016","2016",43,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",5,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",13,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_21","di cui altri tumori maligni del tessuto linfatico/ematopoietico","2016","2016",26,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",40,,
"ITD52","Parma","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2016","2016",65,,
"ITD52","Parma","DEATH","morti","9","totale","2_1_22","di cui altri tumori maligni","2016","2016",159,,
"ITD51","Piacenza","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",22,,
"ITD52","Parma","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",37,,
"ITD52","Parma","DEATH","morti","9","totale","2_2","tumori non maligni (benigni e di comportamento incerto)","2016","2016",93,,
"ITD51","Piacenza","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",10,,
"ITD52","Parma","DEATH","morti","2","femmine","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",17,,
"ITD52","Parma","DEATH","morti","9","totale","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2016","2016",25,,
"ITD51","Piacenza","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",72,,
"ITD52","Parma","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",114,,
"ITD52","Parma","DEATH","morti","9","totale","4","malattie endocrine, nutrizionali e metaboliche","2016","2016",189,,
"ITD51","Piacenza","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",47,,
"ITD52","Parma","DEATH","morti","2","femmine","4_1","diabete mellito","2016","2016",84,,
"ITD52","Parma","DEATH","morti","9","totale","4_1","diabete mellito","2016","2016",143,,
"ITD51","Piacenza","DEATH","morti","1","maschi","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",12,,
"ITD51","Piacenza","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",25,,
"ITD52","Parma","DEATH","morti","2","femmine","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",30,,
"ITD52","Parma","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2016","2016",46,,
"ITD51","Piacenza","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",86,,
"ITD52","Parma","DEATH","morti","2","femmine","5","disturbi psichici e comportamentali","2016","2016",122,,
"ITD52","Parma","DEATH","morti","9","totale","5","disturbi psichici e comportamentali","2016","2016",161,,
"ITD51","Piacenza","DEATH","morti","2","femmine","5_1","demenza","2016","2016",84,,
"ITD52","Parma","DEATH","morti","2","femmine","5_1","demenza","2016","2016",112,,
"ITD52","Parma","DEATH","morti","9","totale","5_1","demenza","2016","2016",141,,
"ITD51","Piacenza","DEATH","morti","1","maschi","5_2","abuso di alcool (compresa psicosi alcolica)","2016","2016",3,,
"ITD52","Parma","DEATH","morti","9","totale","5_3","dipendenza da droghe, tossicomania","2016","2016",1,,
"ITD51","Piacenza","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",2,,
"ITD52","Parma","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2016","2016",10,,
"ITD52","Parma","DEATH","morti","9","totale","5_4","altri disturbi psichici e comportamentali","2016","2016",17,,
"ITD51","Piacenza","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",74,,
"ITD52","Parma","DEATH","morti","2","femmine","6","malattie del sistema nervoso e degli organi di senso","2016","2016",112,,
"ITD51","Piacenza","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",21,,
"ITD52","Parma","DEATH","morti","2","femmine","6_1","morbo di parkinson","2016","2016",31,,
"ITD52","Parma","DEATH","morti","9","totale","6_1","morbo di parkinson","2016","2016",66,,
"ITD51","Piacenza","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2016","2016",19,,
"ITD52","Parma","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2016","2016",36,,
"ITD52","Parma","DEATH","morti","9","totale","6_2","malattia di alzheimer","2016","2016",57,,
"ITD51","Piacenza","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",34,,
"ITD52","Parma","DEATH","morti","2","femmine","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",45,,
"ITD52","Parma","DEATH","morti","9","totale","6_3","altre malattie del sistema nervoso e degli organi di senso","2016","2016",94,,
"ITD51","Piacenza","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",706,,
"ITD52","Parma","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2016","2016",1064,,
"ITD52","Parma","DEATH","morti","9","totale","7","malattie del sistema circolatorio","2016","2016",1856,,
"ITD51","Piacenza","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2016","2016",165,,
"ITD52","Parma","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2016","2016",258,,
"ITD52","Parma","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2016","2016",540,,
"ITD51","Piacenza","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",60,,
"ITD52","Parma","DEATH","morti","2","femmine","7_1_1","di cui infarto miocardico acuto","2016","2016",90,,
